GeneSymbol;logFC;AveExpr;t;P.Value;adj.P.Val;B;ProbeID
NCRNA00188;-0.365288633;11.73897866;-3.991443779;0.000108587;0.000263394;0.212150276;11756740_a_at
NCRNA00189;0.027949694;2.805847592;0.673355996;0.50190297;0.566572495;-7.103055712;11753550_a_at
NCRNA00201;-0.49933604;6.95376925;-1.964454077;0.051586907;0.076102129;-5.422089455;11744381_s_at
NCRNA00204;-0.06976114;3.705585959;-0.773442817;0.440648986;0.507352967;-7.030700038;11745138_s_at
NCRNA00205;-0.42238799;3.350725496;-6.016936935;1.66E-08;7.16E-08;8.703926116;11753140_at
NCRNA00207;-0.437770159;3.067056006;-8.005662947;5.51E-13;4.43E-12;18.8349186;11742646_a_at
NCRNA00219;-1.098460801;8.868714654;-7.812137859;1.58E-12;1.19E-11;17.79645005;11744369_s_at
NCRNA00235;-0.422080319;3.152706918;-7.306414556;2.37E-11;1.54E-10;15.12830047;11763951_at
NCS1;-0.525481506;4.584572112;-6.471072454;1.77E-09;8.77E-09;10.89507789;11720399_s_at
NCSTN;-0.636997328;5.350501806;-8.051831969;4.28E-13;3.49E-12;19.08395817;11715677_x_at
NDC80;2.02053293;5.514078136;8.107313429;3.16E-13;2.62E-12;19.38386297;11744274_at
NDE1;1.237090113;5.696889246;8.09164369;3.44E-13;2.84E-12;19.29909106;11756077_a_at
NDEL1;0.613952506;6.020708266;4.78543115;4.52E-06;1.36E-05;3.256966263;11736169_a_at
NDFIP1;-0.453560708;10.82353289;-7.452373782;1.09E-11;7.40E-11;15.8911163;11715513_s_at
NDFIP2;-0.436175697;7.710214259;-3.094865337;0.002406405;0.004622072;-2.692622334;11727797_at
NDN;0.514958205;7.935980196;3.488271885;0.000661816;0.001406327;-1.492984217;11716798_x_at
NDNL2;0.10437645;8.124902742;1.333620425;0.184634468;0.237779228;-6.443873554;11758131_s_at
NDOR1;-0.395251295;3.494612624;-6.174494838;7.69E-09;3.49E-08;9.454307883;11734008_a_at
NDP;1.062713781;3.74726733;4.203314169;4.83E-05;0.000123701;0.98407481;11756560_a_at
NDRG1;1.16318459;10.24597137;5.182059061;8.06E-07;2.73E-06;4.923461667;11754337_s_at
NDRG2;-0.866882166;7.299136841;-5.018915014;1.65E-06;5.34E-06;4.227084197;11735968_s_at
NDRG3;1.0518492;4.602010459;7.227809902;3.59E-11;2.27E-10;14.7201084;11735349_a_at
NDRG4;-0.272792525;3.125256104;-4.860264975;3.28E-06;1.01E-05;3.564419149;11747284_x_at
NDST1;-0.817204206;4.552139467;-8.846659533;5.21E-15;5.60E-14;23.43897884;11719776_at
NDST2;-0.363324799;6.469701219;-4.119721463;6.67E-05;0.000167321;0.675837045;11718641_a_at
NDST3;0.141418237;2.894448443;3.715388456;0.00029895;0.000674676;-0.746292984;11761344_at
NDST4;-0.380864278;3.011860042;-5.719032088;6.88E-08;2.72E-07;7.315682537;11752452_x_at
NDUFA1;-0.197986254;11.1304238;-2.605856104;0.010221467;0.017477317;-4.008893583;11723291_a_at
NDUFA10;-0.667657252;7.14934676;-6.329074881;3.59E-09;1.70E-08;10.20077968;11748707_a_at
NDUFA11;-0.338723418;10.30370199;-5.720878673;6.82E-08;2.70E-07;7.324159521;11716354_a_at
NDUFA12;0.148100911;9.848834915;1.786200147;0.076372045;0.108199025;-5.748703508;11757589_a_at
NDUFA13;-2.904006055;4.619012731;-17.4264554;5.62E-36;3.56E-33;71.30273035;11720341_at
NDUFA2;-0.444791261;9.756968821;-5.920813603;2.63E-08;1.11E-07;8.251522053;11718831_at
NDUFA3;-0.556392621;9.978398666;-6.554298642;1.16E-09;5.92E-09;11.30569632;11753843_a_at
NDUFA4;-0.17035167;11.23910596;-2.456312957;0.015341701;0.025317114;-4.370936827;11758717_x_at
NDUFA4L2;-0.043628391;3.641797925;-0.467877771;0.640646766;0.695484507;-7.220398174;11717202_x_at
NDUFA5;-0.328701144;8.272230043;-3.174780304;0.001868063;0.00365849;-2.458820223;11754079_s_at
NDUFA6;0.013086044;10.44253487;0.136681602;0.891491581;0.912531014;-7.32075777;11718765_a_at
NDUFA7;-0.456131434;9.114489533;-4.878481244;3.04E-06;9.41E-06;3.63976204;11720188_a_at
NDUFA8;-0.154088277;9.905992921;-2.103693217;0.037310469;0.056748223;-5.146631324;11716205_a_at
NDUFA9;-0.187499575;8.823686863;-2.048382616;0.042513045;0.063818027;-5.258170999;11757029_a_at
NDUFAB1;-0.108182953;10.41937565;-1.550963226;0.12331472;0.166580617;-6.134294524;11715616_a_at
NDUFAF1;-0.720794515;7.575570511;-7.640650244;3.99E-12;2.87E-11;16.88396304;11722877_a_at
NDUFAF2;-0.710676117;7.972334343;-6.364172633;3.01E-09;1.44E-08;10.37163928;11758314_s_at
NDUFAF3;-0.183006806;8.883854375;-3.058524021;0.002695944;0.005127744;-2.797241736;11741452_a_at
NDUFAF4;-0.789812306;7.449564209;-7.278083931;2.75E-11;1.77E-10;14.98096502;11720193_x_at
NDUFB1;-0.467294424;10.18771412;-6.103561925;1.09E-08;4.82E-08;9.115148575;11721296_a_at
NDUFB10;-0.580896237;9.244683252;-8.152589442;2.47E-13;2.07E-12;19.62910409;11744444_a_at
NDUFB11;-0.966127209;9.907072553;-12.78396711;8.04E-25;4.08E-23;45.83061047;11717251_s_at
NDUFB2;0.097823033;10.5163285;1.039654952;0.300408684;0.364189392;-6.790096756;11744822_a_at
NDUFB3;0.544462668;6.061047699;4.03837182;9.10E-05;0.000223449;0.380459078;11763960_a_at
NDUFB4;0.41263247;3.727688055;6.17870306;7.53E-09;3.42E-08;9.474496835;11760040_x_at
NDUFB5;-0.52279346;10.20822563;-7.883257962;1.07E-12;8.31E-12;18.17704456;11757567_x_at
NDUFB6;-0.274926561;9.402690149;-2.661183392;0.008757376;0.015162913;-3.870056068;11717670_a_at
NDUFB7;-0.658981834;9.081693603;-6.466839416;1.80E-09;8.94E-09;10.87426484;11718991_a_at
NDUFB8;-0.407846396;10.49294319;-6.574625955;1.05E-09;5.37E-09;11.40639015;11716415_s_at
NDUFB9;-0.635980726;9.997305758;-6.436328989;2.10E-09;1.03E-08;10.72445869;11716030_x_at
NDUFC1;-0.34879531;10.72499007;-5.808064267;4.51E-08;1.83E-07;7.726248807;11715997_a_at
NDUFC2;-0.270799188;10.21252755;-4.23985659;4.18E-05;0.000108364;1.120303202;11717626_a_at
NDUFS1;-0.398589082;7.831654435;-3.759681795;0.000254982;0.000581911;-0.596211466;11749697_a_at
NDUFS2;-0.149908741;9.456536159;-1.751677706;0.082161375;0.115565539;-5.808546265;11718837_x_at
NDUFS3;-0.18587455;9.592865919;-3.046121097;0.002801912;0.005313744;-2.832702266;11757413_a_at
NDUFS4;-0.250362922;9.683382765;-3.910900514;0.000146675;0.000348222;-0.073119048;11716340_a_at
NDUFS5;-0.119707626;3.378166083;-1.094440632;0.275763075;0.338020234;-6.73194729;11763247_at
NDUFS6;-0.146753047;9.675412643;-1.732770848;0.085481596;0.119812519;-5.84084797;11716116_at
NDUFS7;-0.61785302;7.493947302;-6.439801854;2.07E-09;1.02E-08;10.74149198;11723062_a_at
NDUFS8;-0.973302093;4.951906666;-11.68476898;4.50E-22;1.42E-20;39.55342655;11761157_a_at
NDUFV1;-0.40603934;7.360919136;-5.168174426;8.57E-07;2.90E-06;4.863619102;11717759_a_at
NDUFV2;-0.474669517;9.922628259;-5.243246082;6.13E-07;2.11E-06;5.188432194;11718282_s_at
NDUFV3;-1.231672194;8.539386527;-9.09966752;1.25E-15;1.47E-14;24.84794579;11723449_a_at
NEB;0.813706116;4.171726762;2.131585203;0.034901542;0.053383535;-5.089330783;11748079_a_at
NEBL;-0.709535333;4.316768059;-4.523421136;1.34E-05;3.77E-05;2.20730157;11730882_a_at
NECAB1;0.365217665;3.261968463;5.070061569;1.32E-06;4.33E-06;4.443797628;11734693_a_at
NECAB2;-0.659544391;3.645658239;-7.414770155;1.33E-11;8.95E-11;15.69400116;11755471_a_at
NECAB3;-1.207381813;5.044377734;-13.55483037;9.86E-27;6.85E-25;50.1975893;11718468_s_at
NECAP1;-0.71655056;9.003934341;-8.432371082;5.26E-14;4.88E-13;21.15404417;11717572_a_at
NECAP2;0.776781058;8.550874791;8.63715694;1.68E-14;1.68E-13;22.27979157;11733644_s_at
NEDD1;1.190383885;5.592902144;7.724521566;2.54E-12;1.87E-11;17.32930252;11739546_a_at
NEDD4;1.027120348;5.537691803;8.774593379;7.81E-15;8.18E-14;23.03942337;11750554_a_at
NEDD4L;-2.051540918;5.712125097;-11.12539342;1.14E-20;2.89E-19;36.34963063;11722425_s_at
NEDD8;-0.34187605;3.567468894;-4.817153873;3.95E-06;1.20E-05;3.386891605;11762345_x_at
NEDD9;1.434155939;6.540708089;7.126489895;6.11E-11;3.73E-10;14.19675912;11725056_a_at
NEFH;0.236624448;2.853056485;2.518711693;0.012977618;0.021747919;-4.222228783;11722603_at
NEFL;0.505435144;3.874366132;1.88766565;0.061275316;0.088891777;-5.566394558;11725929_a_at
NEFM;-0.130933205;3.560657009;-0.867517412;0.387239436;0.453997882;-6.953651584;11727371_a_at
NEGR1;0.216553714;3.665328145;1.457655421;0.147320386;0.19506581;-6.272734853;11748179_a_at
NEIL1;-0.978795257;6.037178983;-5.497306445;1.93E-07;7.16E-07;6.309973371;11754518_a_at
NEIL2;-0.036171167;3.83910239;-0.539164956;0.59068503;0.649831167;-7.184452772;11742118_a_at
NEIL3;0.279759863;2.950022067;3.792915769;0.000226098;0.000520417;-0.482663416;11740012_a_at
NEK1;0.887640221;4.29638045;9.532511903;1.08E-16;1.48E-15;27.27795616;11751959_a_at
NEK10;0.076570283;2.809883703;1.881562947;0.062106748;0.089952603;-5.577629616;11737119_a_at
NEK11;0.650490318;4.196764585;4.446789346;1.84E-05;5.03E-05;1.908407386;11735886_a_at
NEK2;2.623940991;5.80606086;8.022515593;5.03E-13;4.06E-12;18.92576707;11722252_x_at
NEK3;-0.115537043;6.38256235;-0.737467347;0.462152512;0.528244589;-7.057850875;11719638_a_at
NEK4;0.400708213;6.023618356;3.49602743;0.000644475;0.001371958;-1.468126272;11750683_a_at
NEK5;0.053597509;2.935410869;1.503631304;0.135075029;0.180604705;-6.205557363;11737627_at
NEK6;1.687712288;8.447994373;14.18540141;2.78E-28;2.60E-26;53.73780694;11724821_a_at
NEK7;0.63758953;9.03276681;6.550355898;1.18E-09;6.03E-09;11.28618366;11717451_at
NEK8;-1.081148183;4.767196918;-12.70229265;1.28E-24;6.33E-23;45.36584913;11735253_a_at
NEK9;-1.952837661;4.242179241;-18.39419312;3.59E-38;4.44E-35;76.30631144;11736078_a_at
NELF;-1.168147006;5.008722907;-9.083382846;1.37E-15;1.60E-14;24.75698283;11737837_a_at
NELL1;-2.214944663;3.713334226;-15.04465505;2.28E-30;3.31E-28;58.50505105;11736534_s_at
NELL2;-0.2387796;5.521218174;-1.008451812;0.315090255;0.379815654;-6.821903057;11720910_a_at
NENF;-0.796489771;7.988963989;-8.561923753;2.56E-14;2.49E-13;21.86533795;11718661_at
NEO1;-0.177022077;8.716341686;-1.347590789;0.180108018;0.232623234;-6.425336328;11717212_a_at
NES;0.279540291;5.587280689;1.672101907;0.096882827;0.134050242;-5.942234768;11718688_a_at
NET1;0.987957535;8.803462627;6.065812691;1.31E-08;5.73E-08;8.935541898;11718576_s_at
NETO1;-0.408124284;3.062830013;-4.516760792;1.38E-05;3.87E-05;2.181175327;11747030_a_at
NETO2;1.47780487;5.268342888;5.272773648;5.37E-07;1.87E-06;5.317027503;11722864_at
NEU1;-0.434437601;8.522262656;-3.661824708;0.000361725;0.000804872;-0.925860476;11715838_a_at
NEU2;-0.615480188;3.457439755;-7.892974636;1.02E-12;7.91E-12;18.22913801;11735974_at
NEU3;-0.296972607;3.453164279;-4.059273928;8.40E-05;0.000207519;0.455918054;11752471_a_at
NEU4;-0.885037046;3.77340151;-12.12888202;3.47E-23;1.33E-21;42.09445084;11730957_a_at
NEURL;-2.093178615;4.894700732;-12.66476407;1.59E-24;7.70E-23;45.1521824;11758951_at
NEURL1B;1.485573764;7.743791448;5.614217887;1.12E-07;4.31E-07;6.83723275;11718464_s_at
NEURL2;0.082795921;3.203278382;1.415922811;0.159163134;0.208737567;-6.33196323;11730450_at
NEURL3;-0.194793249;3.043758792;-3.68480087;0.000333406;0.000746366;-0.849094261;11761072_at
NEURL4;-0.955556957;5.016606446;-9.461901015;1.61E-16;2.16E-15;26.88005264;11720711_a_at
NEUROD1;-0.92646139;5.395722533;-1.877615911;0.062649504;0.090619114;-5.584877745;11724556_at
NEUROD2;-0.240842976;3.248207745;-3.947917674;0.000127812;0.000306771;0.057420658;11730016_s_at
NEUROD4;-0.008498675;2.825479251;-0.202248382;0.840035221;0.87050965;-7.309611655;11731298_at
NEUROD6;-0.232004218;2.881542139;-4.485640642;1.57E-05;4.35E-05;2.059474766;11732230_a_at
NEUROG1;-0.128445619;2.629070667;-3.137606502;0.002102812;0.004081492;-2.568214967;11734348_at
NEUROG2;0.021461669;3.16486113;0.400850552;0.689180933;0.739315976;-7.249568042;11735449_at
NEUROG3;-0.164974072;2.776656978;-3.107161666;0.002315146;0.004461015;-2.656981959;11738385_at
NEXN;0.834667068;6.172103432;3.431203331;0.000803574;0.001681877;-1.674486798;11726796_a_at
NF1;-0.892693995;3.699122757;-8.755136096;8.71E-15;9.05E-14;22.9316894;11763504_at
NF2;-0.644239852;6.534520314;-4.764451345;4.94E-06;1.48E-05;3.171371256;11719747_a_at
NFAM1;-0.265128155;3.053861853;-5.123545874;1.04E-06;3.48E-06;4.671991017;11728924_at
NFASC;-0.45519987;3.295653878;-6.926958511;1.73E-10;9.94E-10;13.17575348;11746204_a_at
NFAT5;-0.161521482;9.613293401;-1.161366303;0.247597436;0.307750408;-6.656937297;11757943_s_at
NFATC1;-0.350431859;3.071219888;-6.288263712;4.39E-09;2.06E-08;10.00273782;11746585_a_at
NFATC2;-0.44826009;7.948818426;-2.4000024;0.017796592;0.028950774;-4.502213116;11763307_s_at
NFATC2IP;-1.118459736;3.828209091;-11.31244456;3.86E-21;1.05E-19;37.42095879;11762334_at
NFATC3;0.509693635;6.482433784;4.61261112;9.32E-06;2.68E-05;2.55985308;11745537_a_at
NFATC4;-0.889170286;3.637698699;-10.99678892;2.39E-20;5.81E-19;35.61326687;11761235_x_at
NFE2;0.018428441;3.039465482;0.201631744;0.840516308;0.870900665;-7.309736559;11723881_a_at
NFE2L1;-0.725101775;5.150076618;-8.655492518;1.52E-14;1.53E-13;22.38095071;11739075_a_at
NFE2L2;0.330620544;10.63100397;4.240788514;4.17E-05;0.00010798;1.123789077;11739057_a_at
NFE2L3;2.497848176;7.43819427;10.71052719;1.25E-19;2.71E-18;33.97539814;11722660_a_at
NFE4;0.005240499;3.020367065;0.098413477;0.92175388;0.937355595;-7.325270737;11738921_at
NFIA;-1.146958905;7.661362013;-6.242749231;5.50E-09;2.54E-08;9.782682498;11720855_a_at
NFIB;-0.882892798;8.400497493;-4.90549115;2.71E-06;8.45E-06;3.751834119;11757800_s_at
NFIC;-1.492154831;4.740276732;-16.98855511;5.75E-35;2.73E-32;69.00004156;11731484_s_at
NFIL3;0.664972231;8.83013784;3.80336508;0.000217677;0.000502346;-0.446796397;11743010_at
NFIX;0.665530203;7.038825257;4.445250098;1.85E-05;5.06E-05;1.902442178;11727161_a_at
NFKB1;0.397119085;9.311066566;4.67418418;7.21E-06;2.11E-05;2.806129612;11717542_a_at
NFKB2;-0.216474939;3.57165599;-3.205496205;0.001692719;0.00334293;-2.367597112;11725153_a_at
NFKBIA;0.250957083;10.14234996;1.680105342;0.095311772;0.132089593;-5.92905787;11745878_x_at
NFKBIB;-0.447906842;4.329486388;-3.165829661;0.001922248;0.003754337;-2.485261154;11745832_a_at
NFKBID;-0.438999151;3.837769133;-5.97130653;2.07E-08;8.79E-08;8.488648002;11737715_a_at
NFKBIE;0.547048805;7.005567019;4.189558231;5.09E-05;0.00012992;0.933026003;11743007_at
NFKBIL1;-0.885643991;5.598653253;-7.942130643;7.80E-13;6.15E-12;18.49302042;11723479_a_at
NFKBIL2;0.060027274;3.206043072;0.991033907;0.323489702;0.388640923;-6.839242655;11734122_x_at
NFKBIZ;0.669430526;9.801001509;2.910549932;0.004238912;0.007781741;-3.212107735;11757513_at
NFRKB;0.280076988;4.911619248;2.398834172;0.017851014;0.029030235;-4.504907109;11740706_a_at
NFS1;-0.368352869;6.905980698;-4.4147239;2.09E-05;5.67E-05;1.78445603;11718117_a_at
NFU1;-0.366785454;9.094480615;-4.647306271;8.07E-06;2.34E-05;2.698337016;11729285_a_at
NFX1;0.395377241;3.943116755;4.06794359;8.13E-05;0.000201217;0.487305246;11719140_a_at
NFXL1;-0.493054442;6.765940007;-4.961103972;2.13E-06;6.75E-06;3.98392681;11725210_s_at
NFYA;1.394602762;4.407843119;7.193776256;4.30E-11;2.68E-10;14.54395739;11725734_a_at
NFYB;0.561010116;7.841374501;4.518146764;1.37E-05;3.85E-05;2.186609705;11733067_at
NFYC;-0.894882572;4.931843294;-9.116652052;1.14E-15;1.35E-14;24.94285649;11742119_a_at
NGB;-0.095469434;3.009989349;-1.906606655;0.058753952;0.085555732;-5.531304915;11728529_at
NGDN;-1.110418923;3.798396833;-8.228264321;1.63E-13;1.41E-12;20.0399853;11743867_at
NGEF;-0.04402868;3.485161018;-0.489285579;0.62545495;0.681458843;-7.210136288;11741243_a_at
NGF;0.032371989;3.032984651;0.548471916;0.584298187;0.644024244;-7.179385898;11729937_at
NGFR;-0.48506611;3.258367975;-8.710200314;1.12E-14;1.15E-13;22.68311973;11747159_a_at
NGFRAP1;-0.139104371;11.48213333;-1.65824586;0.099652206;0.13746226;-5.964904863;11719372_s_at
NGLY1;-0.808977989;8.703834831;-8.920500787;3.44E-15;3.80E-14;23.84921602;11726541_x_at
NGRN;-0.077364698;2.720614954;-1.722486124;0.087333269;0.122116731;-5.858278455;11762766_at
NHEDC1;0.099059594;3.064076337;1.97595467;0.050253921;0.074324394;-5.400009539;11742472_a_at
NHEDC2;2.042258313;5.285254789;7.636106524;4.09E-12;2.93E-11;16.8598894;11744927_x_at
NHEJ1;0.317867624;5.066723583;3.202868256;0.0017071;0.003368905;-2.375431234;11727872_at
NHLH1;-1.0245333;4.383022026;-12.46442147;5.03E-24;2.24E-22;44.01041312;11758493_s_at
NHLH2;0.087369013;2.812470855;0.854298502;0.394493789;0.461112643;-6.965005839;11741317_a_at
NHLRC1;0.148840633;4.64002417;1.165675966;0.245856165;0.305894051;-6.651957545;11735453_at
NHLRC2;0.192228106;4.324535049;2.132317717;0.034840131;0.053297857;-5.087816434;11759087_a_at
NHLRC3;0.415117052;4.627613022;3.557367617;0.000521634;0.001127563;-1.269911961;11728755_a_at
NHLRC4;-1.994116984;3.47588311;-22.31673209;1.52E-46;3.76E-42;95.35034855;11730922_at
NHP2;-0.41701096;9.423998086;-4.638419012;8.37E-06;2.42E-05;2.662793005;11718338_a_at
NHP2L1;-0.125258902;10.29212835;-1.502333074;0.135409537;0.180993164;-6.20748193;11715426_s_at
NHS;2.481497382;6.760514001;10.46401165;5.16E-19;1.02E-17;32.56702635;11756155_a_at
NHSL1;-0.178989258;3.115245061;-3.943247566;0.000130058;0.000311737;0.040898263;11724379_a_at
NHSL2;-0.145562553;2.840377669;-2.950984934;0.003751864;0.006952705;-3.100527291;11759378_at
NICN1;-0.87458341;5.959612027;-10.55751461;3.01E-19;6.18E-18;33.10093627;11744859_a_at
NID1;1.67421415;9.230902692;10.38875267;7.96E-19;1.53E-17;32.13758055;11751905_a_at
NID2;1.451706022;8.945876156;7.569238473;5.85E-12;4.11E-11;16.50624478;11721744_a_at
NIF3L1;0.664202123;7.495793755;6.329184712;3.59E-09;1.70E-08;10.20131357;11716465_a_at
NIN;0.452830925;4.064535212;3.976740072;0.00011475;0.000277402;0.159731642;11727770_a_at
NINJ1;0.061969551;6.641633992;0.506822691;0.613128321;0.670385123;-7.201389056;11716717_a_at
NINJ2;1.700604387;6.907060597;9.71131902;3.88E-17;5.73E-16;28.28783859;11721393_at
NINL;-0.360700333;2.980490316;-6.808789359;3.18E-10;1.76E-09;12.57739099;11739479_a_at
NIP7;0.934420154;6.586934389;7.115709342;6.47E-11;3.93E-10;14.14126412;11727850_x_at
NIPA1;1.034125817;5.233523664;4.794524692;4.35E-06;1.31E-05;3.294148802;11720715_at
NIPA2;0.215361659;9.983018492;2.685541275;0.00817512;0.014236124;-3.808102819;11718525_s_at
NIPAL1;0.456101644;4.204269101;3.37352077;0.000975466;0.002010532;-1.855398667;11736998_at
NIPAL2;-0.391106373;9.390192707;-3.04736427;0.002791119;0.0052947;-2.829153612;11759191_at
NIPAL3;-0.54561068;7.666963383;-3.859538015;0.000177282;0.000415078;-0.252633785;11725627_at
NIPAL4;-0.180600628;3.939152445;-0.946411817;0.345675009;0.411510328;-6.882305625;11728135_at
NIPBL;-0.276883786;7.560056044;-3.623467941;0.000414129;0.000911376;-1.053143057;11730270_a_at
NIPSNAP1;-0.375363851;7.110706651;-3.439181688;0.000782171;0.001640825;-1.649262181;11715733_a_at
NIPSNAP3A;0.131784379;8.542375876;1.315065348;0.190777331;0.244701173;-6.468203489;11743861_a_at
NIPSNAP3B;-0.471746615;5.142274063;-3.508885364;0.000616665;0.001317183;-1.426813437;11740113_x_at
NISCH;-0.239788509;6.951922128;-1.502935818;0.135254151;0.180819726;-6.206588589;11754599_a_at
NIT1;-0.570273931;6.011057346;-6.330567238;3.56E-09;1.69E-08;10.20803445;11757486_s_at
NIT2;0.196171033;8.464355904;2.078260546;0.039630418;0.05987298;-5.198264498;11721514_a_at
NKAIN1;-1.602898555;3.924560589;-14.54853053;3.62E-29;3.93E-27;55.76105539;11726098_a_at
NKAIN2;-0.193651997;2.745075871;-3.812039882;0.000210914;0.000487992;-0.416960317;11729254_a_at
NKAIN3;-0.066155926;3.123398522;-0.790267238;0.43079502;0.497585024;-7.017562886;11746702_a_at
NKAIN4;0.444851802;3.868308762;2.956909932;0.003684984;0.006837489;-3.084064;11744038_a_at
NKAP;-0.090574156;6.698620148;-0.866440758;0.387827192;0.454600629;-6.954582813;11755063_a_at
NKAPL;0.203690276;3.780533526;2.864437277;0.004864723;0.008837565;-3.33770352;11726786_at
NKD1;-0.902870102;3.915510103;-10.38737459;8.03E-19;1.54E-17;32.12971945;11733326_at
NKD2;1.231580302;4.411291056;5.280623829;5.18E-07;1.81E-06;5.351294706;11735421_a_at
NKG7;-0.024505224;4.881069137;-0.151215026;0.880037905;0.903303653;-7.318659004;11725416_at
NKIRAS1;0.298077032;5.024054794;2.484523714;0.014229089;0.023642223;-4.304125569;11723997_a_at
NKIRAS2;0.43107485;3.881830229;5.987450958;1.91E-08;8.18E-08;8.564708696;11754089_x_at
NKPD1;-0.176260139;2.9600414;-4.299388591;3.31E-05;8.71E-05;1.344145739;11735969_s_at
NKRF;0.747265966;5.298359978;6.976672184;1.34E-10;7.80E-10;13.42891;11745029_a_at
NKTR;-0.787929207;8.248745415;-3.899120159;0.000153215;0.000362632;-0.114458222;11718535_at
NKX1-2;-0.459295805;3.033825799;-7.994423449;5.86E-13;4.69E-12;18.77436538;11715323_s_at
NKX2-1;-0.305283949;3.195195394;-5.384574565;3.24E-07;1.16E-06;5.808146676;11752364_s_at
NKX2-2;-0.328726196;3.691332637;-4.774799181;4.73E-06;1.42E-05;3.213556108;11731863_at
NKX2-3;0.800182556;5.19280594;3.143734878;0.002062317;0.004007932;-2.550256625;11734085_a_at
NKX2-4;-0.180601235;2.771382839;-3.979776829;0.000113451;0.000274435;0.170545241;11741890_at
NKX2-5;-0.337219254;3.197373252;-5.877426909;3.24E-08;1.34E-07;8.04869724;11761300_a_at
NKX2-6;-0.204003156;3.396993916;-3.790072248;0.000228442;0.000525548;-0.492410045;11742402_at
NKX2-8;-0.753862832;3.536846905;-10.21577589;2.15E-18;3.85E-17;31.15165168;11733571_at
NKX3-1;0.609359046;4.134336691;3.19387467;0.001757179;0.003459577;-2.402200257;11736283_s_at
NKX3-2;-0.198176141;2.974001419;-3.903810073;0.000150579;0.000356786;-0.098012375;11738176_at
NKX6-1;-0.259105067;3.115453029;-5.168679575;8.55E-07;2.89E-06;4.865794425;11743220_at
NKX6-2;-0.42210511;3.311923292;-2.548818988;0.011958067;0.020183223;-4.149266508;11736654_at
NKX6-3;-0.486751067;3.477281839;-7.23820624;3.40E-11;2.15E-10;14.77398869;11742407_at
NLE1;-0.941759501;3.696356589;-10.1571455;3.02E-18;5.27E-17;30.81786589;11756958_a_at
NLGN1;0.030131262;2.853793467;0.307845813;0.758686886;0.800968609;-7.282602734;11737603_a_at
NLGN2;-1.00385584;3.698973408;-13.5358593;1.10E-26;7.54E-25;50.09059595;11717456_x_at
NLGN3;-1.58644363;4.068710335;-15.13697877;1.36E-30;2.08E-28;59.0129571;11753030_a_at
NLGN4X;1.41796314;4.620306192;5.284114816;5.10E-07;1.78E-06;5.366544001;11730993_a_at
NLGN4Y;-0.213319958;3.500422313;-2.747676412;0.006845189;0.012093746;-3.647779871;11744945_a_at
NLK;-0.917653952;7.302533099;-9.960480899;9.32E-18;1.52E-16;29.69991864;11719992_a_at
NLN;0.810694236;6.242435123;5.57483551;1.35E-07;5.12E-07;6.658857709;11725117_a_at
NLRC3;0.19586875;4.901934045;0.846677878;0.398713418;0.465350968;-6.971473155;11730109_a_at
NLRC4;0.414126468;3.890626636;2.1984873;0.029664254;0.046025725;-4.949024032;11735504_a_at
NLRC5;1.890093306;7.572837718;7.966050175;6.84E-13;5.43E-12;18.62163295;11755758_s_at
NLRP1;1.192315179;5.126109113;7.126541471;6.11E-11;3.73E-10;14.19702471;11731880_at
NLRP10;0.04206473;3.21177137;0.994861898;0.321631188;0.386652658;-6.835457385;11737372_at
NLRP11;-0.061102376;2.862247654;-1.24266606;0.216202997;0.273372963;-6.559956606;11732772_a_at
NLRP12;0.214974243;3.395468632;2.118987713;0.035972387;0.05487867;-5.115297987;11740396_a_at
NLRP13;-0.044236925;3.020017698;-0.98802301;0.324956476;0.390077889;-6.842209851;11738812_at
NLRP14;-0.087168183;2.955642893;-2.058508387;0.041516633;0.06245516;-5.237959473;11741752_at
NLRP2;1.112115024;5.066584416;2.404456607;0.017590439;0.028656488;-4.491930473;11718350_s_at
NLRP3;0.343235288;4.622556136;2.827169296;0.005431075;0.009773323;-3.437915977;11738523_a_at
NLRP4;-0.136682186;2.938244529;-2.511041563;0.013249489;0.02216071;-4.240690925;11755596_a_at
NLRP5;-0.091301032;2.989448296;-0.582000571;0.561563094;0.62281558;-7.160416872;11732949_at
NLRP6;-0.132088941;3.22313613;-2.463767236;0.01504042;0.024867298;-4.353350503;11740440_at
NLRP7;-0.188714019;3.203447756;-2.25987164;0.025474285;0.040128642;-4.81674996;11731035_a_at
NLRP8;-0.212169796;2.669299963;-5.414025002;2.83E-07;1.02E-06;5.938611503;11742438_at
NLRP9;-0.183249988;3.165039811;-2.827506899;0.005425685;0.009765402;-3.437013381;11740869_a_at
NLRX1;-0.778929597;5.717032834;-8.271371834;1.28E-13;1.13E-12;20.27457684;11749092_a_at
NMB;0.358600564;6.510785018;1.478423676;0.141686552;0.188358557;-6.242639209;11721357_at
NMBR;-0.103097053;2.966211902;-2.694866955;0.007961637;0.013899162;-3.78424951;11736983_at
NMD3;-0.46283007;9.827753724;-5.162790177;8.78E-07;2.96E-06;4.8404416;11754799_s_at
NME1;0.075692995;9.228178107;0.544854141;0.586777;0.646266033;-7.181365735;11717155_a_at
NME1-NME2;0.03949901;12.0443552;0.454551959;0.650181315;0.704163474;-7.226554905;11718294_s_at
NME3;0.015461073;8.389864616;0.148598052;0.88209852;0.904967196;-7.319052557;11718062_a_at
